"","Package","LibPath","Version","Priority","Depends","Imports","NeedsCompilation","Built","whereat"
"hts","hts","C:/Users/Ilya/Documents/R/win-library/4.0","6.0.0",NA,"R (>= 3.2.0), forecast (>= 8.12)","SparseM, Matrix, matrixcalc, parallel, utils, methods,
graphics, grDevices, stats","yes","4.0.0","CRAN"
"httpcode","httpcode","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,NA,NA,"no","4.0.0","CRAN"
"httpuv","httpuv","C:/Users/Ilya/Documents/R/win-library/4.0","1.5.4",NA,"R (>= 2.15.1)","Rcpp (>= 0.11.0), utils, R6, promises, later (>= 0.8.0)","yes","4.0.0","CRAN"
"httr","httr","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.1",NA,"R (>= 3.2)","curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6","no","4.0.0","CRAN"
"huge","huge","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.4.1",NA,"R (>= 3.0.0)","Matrix, igraph, MASS, grDevices, graphics, methods, stats,
utils, Rcpp","yes","4.0.0","CRAN"
"hunspell","hunspell","C:/Users/Ilya/Documents/R/win-library/4.0","3.0",NA,"R (>= 3.0.2)","Rcpp, digest","yes","4.0.0","CRAN"
"hypergeo","hypergeo","C:/Users/Ilya/Documents/R/win-library/4.0","1.2-13",NA,"R (>= 3.1.0),","elliptic (>= 1.3-5), contfrac (>= 1.1-9), deSolve","no","4.0.0","CRAN"
"ibdreg","ibdreg","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 2.15.0)",NA,"yes","4.0.0","CRAN"
"igraph","igraph","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.5",NA,"methods","graphics, grDevices, magrittr, Matrix, pkgconfig (>= 2.0.0),
stats, utils","yes","4.0.0","CRAN"
"igraphdata","igraphdata","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 2.10)",NA,"no","4.0.0","CRAN"
"imager","imager","C:/Users/Ilya/Documents/R/win-library/4.0","0.42.3",NA,"R (>= 2.10.0),magrittr","Rcpp (>=
0.11.5),methods,stringr,png,jpeg,readbitmap,grDevices,purrr,downloader,igraph","yes","4.0.0","CRAN"
"imputeTS","imputeTS","C:/Users/Ilya/Documents/R/win-library/4.0","3.0",NA,"R (>= 3.0.1)","stats, graphics, grDevices, stinepack, forecast, magrittr,
Rcpp","yes","4.0.0","CRAN"
"ineq","ineq","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-13",NA,"R (>= 2.10.0)","stats, graphics, grDevices","no","4.0.0","CRAN"
"infer","infer","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.2",NA,"R (>= 3.1.2)","dplyr (>= 0.7.0), methods, tibble, rlang (>= 0.2.0), ggplot2,
magrittr, glue (>= 1.3.0), grDevices, purrr","no","4.0.0","CRAN"
"influenceR","influenceR","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.2.0)","igraph (>= 1.0.1), Matrix (>= 1.1-4), methods, utils","yes","4.0.0","CRAN"
"influxdbr","influxdbr","C:/Users/Ilya/Documents/R/win-library/4.0","0.14.2",NA,NA,"dplyr (>= 0.7.0), jsonlite, httr, magrittr, purrr (>= 0.2.3),
rlang, tibble, tidyr, xts, zoo","no","4.0.0","CRAN"
"ini","ini","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,NA,NA,"no","4.0.0","CRAN"
"inline","inline","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.15",NA,"R (>= 2.4.0)","methods","no","4.0.0","CRAN"
"insight","insight","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.5",NA,"R (>= 3.2)","methods, stats, utils","no","4.0.0","CRAN"
"inspectdf","inspectdf","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.8",NA,"R (>= 3.1.0)","dplyr, ggplot2, magrittr, progress, Rcpp, tibble, tidyr,
ggfittext (>= 0.8.0)","yes","4.0.2","CRAN"
"installr","installr","C:/Users/Ilya/Documents/R/win-library/4.0","0.22.0",NA,"R (>= 2.14.0), stringr, utils",NA,"no","4.0.0","CRAN"
"intergraph","intergraph","C:/Users/Ilya/Documents/R/win-library/4.0","2.0-2",NA,NA,"network (>= 1.4-1-1), igraph (>= 0.6-0), utils","no","4.0.0","CRAN"
"intrval","intrval","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-1",NA,NA,NA,"no","4.0.0","CRAN"
"inum","inum","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-1",NA,"R (>= 3.3.0)","stats, libcoin (>= 1.0-0)","no","4.0.0","CRAN"
"iplots","iplots","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-7.1",NA,"R (>= 1.5.0), methods, rJava (>= 0.5-0)","grDevices, png","no","4.0.0","CRAN"
"ipred","ipred","C:/Users/Ilya/Documents/R/win-library/4.0","0.9-9",NA,"R (>= 2.10)","rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim","yes","4.0.0","CRAN"
"iptools","iptools","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.1",NA,"R (>= 3.0.0)","Rcpp (>= 0.11.2), utils, stats, AsioHeaders, stringi, readr,
triebeard","yes","4.0.0","CRAN"
"irlba","irlba","C:/Users/Ilya/Documents/R/win-library/4.0","2.3.3",NA,"Matrix","stats, methods","yes","4.0.0","CRAN"
"isa2","isa2","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.5",NA,"methods","grDevices, lattice, stats, utils","yes","4.0.0","CRAN"
"isoband","isoband","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.2",NA,NA,"grid, utils","yes","4.0.2","CRAN"
"ISOcodes","ISOcodes","C:/Users/Ilya/Documents/R/win-library/4.0","2020.03.16",NA,"R (>= 3.5.0)",NA,"no","4.0.0","CRAN"
"ISwR","ISwR","C:/Users/Ilya/Documents/R/win-library/4.0","2.0-8",NA,"R (>= 2.6.0)",NA,"no","4.0.0","CRAN"
"iterators","iterators","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.12",NA,"R (>= 2.5.0), utils",NA,"no","4.0.0","CRAN"
"itertools","itertools","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-3",NA,"R (>= 2.14.0), iterators(>= 1.0.0)","parallel","no","4.0.0","CRAN"
"janeaustenr","janeaustenr","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.1.2)",NA,"no","4.0.0","CRAN"
"janitor","janitor","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.1",NA,"R (>= 3.1.2)","dplyr (>= 0.7.0), lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)","no","4.0.0","CRAN"
"jomo","jomo","C:/Users/Ilya/Documents/R/win-library/4.0","2.7-1",NA,NA,"stats, lme4, survival, MASS, ordinal","yes","4.0.0","CRAN"
"jose","jose","C:/Users/Ilya/Documents/R/win-library/4.0","1.0",NA,"openssl (>= 1.2.1)","jsonlite","no","4.0.0","CRAN"
"jpeg","jpeg","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-8.1",NA,"R (>= 2.9.0)",NA,"yes","4.0.0","CRAN"
"jqr","jqr","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.1.2)","magrittr, lazyeval","yes","4.0.0","CRAN"
"jsonify","jsonify","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.1",NA,"R (>= 3.3.0)","Rcpp (>= 0.12.18)","yes","4.0.0","CRAN"
"jsonlite","jsonlite","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.0",NA,"methods",NA,"yes","4.0.2","CRAN"
"jsonvalidate","jsonvalidate","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,NA,"V8","no","4.0.0","CRAN"
"kableExtra","kableExtra","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.1.0)","knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rvest, rmarkdown (>= 1.6.0), readr, scales, viridisLite, stats,
grDevices, htmltools, rstudioapi, glue, tools, webshot, digest","no","4.0.0","CRAN"
"kdensity","kdensity","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,NA,"assertthat","no","4.0.0","CRAN"
"keras","keras","C:/Users/Ilya/Documents/R/win-library/4.0","2.3.0.0",NA,"R (>= 3.2)","generics (>= 0.0.1), reticulate (>= 1.10), tensorflow (>=
2.0.0), tfruns (>= 1.0), magrittr, zeallot, methods, R6","no","4.0.0","CRAN"
"kernlab","kernlab","C:/Users/Ilya/Documents/R/win-library/4.0","0.9-29",NA,"R (>= 2.10)","methods, stats, grDevices, graphics","yes","4.0.0","CRAN"
"klaR","klaR","C:/Users/Ilya/Documents/R/win-library/4.0","0.6-15",NA,"R (>= 2.10.0), MASS","combinat, questionr, grDevices, stats, utils, graphics","no","4.0.0","CRAN"
"km.ci","km.ci","C:/Users/Ilya/Documents/R/win-library/4.0","0.5-2",NA,"R (>= 1.8.0), survival, stats",NA,NA,"4.0.0","CRAN"
"KMsurv","KMsurv","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-5",NA,NA,NA,NA,"4.0.0","CRAN"
"knitr","knitr","C:/Users/Ilya/Documents/R/win-library/4.0","1.29",NA,"R (>= 3.2.3)","evaluate (>= 0.10), highr, markdown, stringr (>= 0.6), yaml
(>= 2.1.19), methods, xfun (>= 0.15), tools","no","4.0.2","CRAN"
"ks","ks","C:/Users/Ilya/Documents/R/win-library/4.0","1.11.7",NA,"R (>= 2.10.0)","FNN (>= 1.1), kernlab, KernSmooth (>= 2.22), Matrix, mclust,
mgcv, multicool, mvtnorm (>= 1.0-0)","yes","4.0.0","CRAN"
"labeling","labeling","C:/Users/Ilya/Documents/R/win-library/4.0","0.3",NA,NA,NA,"no","4.0.0","CRAN"
"labelled","labelled","C:/Users/Ilya/Documents/R/win-library/4.0","2.5.0",NA,NA,"haven (>= 2.3.1), dplyr","no","4.0.0","CRAN"
"laeken","laeken","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.1",NA,"R (>= 3.2.0)","boot, MASS","no","4.0.0","CRAN"
"lambda.r","lambda.r","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.4",NA,"R (>= 3.0.0)","formatR","no","4.0.0","CRAN"
"lamW","lamW","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.3",NA,"R (>= 3.0.2)","Rcpp, RcppParallel (>= 4.3.20)","yes","4.0.2","CRAN"
"lars","lars","C:/Users/Ilya/Documents/R/win-library/4.0","1.2",NA,"R (>= 2.10)",NA,"yes","4.0.0","CRAN"
"later","later","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0.1",NA,NA,"Rcpp (>= 0.12.9), rlang","yes","4.0.0","CRAN"
"latex2exp","latex2exp","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.0",NA,NA,"stringr, magrittr","no","4.0.0","CRAN"
"latticeExtra","latticeExtra","C:/Users/Ilya/Documents/R/win-library/4.0","0.6-29",NA,"R (>= 3.6.0), lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer","no","4.0.0","CRAN"
"lava","lava","C:/Users/Ilya/Documents/R/win-library/4.0","1.6.7",NA,"R (>= 3.0)","grDevices, graphics, methods, numDeriv, stats, survival,
SQUAREM, utils","no","4.0.0","CRAN"
"lava.tobit","lava.tobit","C:/Users/Ilya/Documents/R/win-library/4.0","0.5",NA,"lava (>= 1.5), mets (>= 1.2.2), mvtnorm, survival",NA,"no","4.0.0","CRAN"
"lavaan","lavaan","C:/Users/Ilya/Documents/R/win-library/4.0","0.6-6",NA,"R(>= 3.4)","methods, stats4, stats, utils, graphics, MASS, mnormt,
pbivnorm, numDeriv","no","4.0.0","CRAN"
"lazyeval","lazyeval","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.2",NA,"R (>= 3.1.0)",NA,"yes","4.0.0","CRAN"
"LDAvis","LDAvis","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.2",NA,"R (>= 2.10)","proxy, RJSONIO, parallel","no","4.0.0","CRAN"
"leafem","leafem","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.1",NA,"R (>= 3.1.0)","htmltools (>= 0.3), htmlwidgets, leaflet (>= 2.0.1), mapdeck,
raster, sf, sp, methods, base64enc, scales (>= 1.0.0), png","no","4.0.0","CRAN"
"leaflet","leaflet","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.3",NA,"R (>= 3.1.0)","base64enc, crosstalk, htmlwidgets, htmltools, magrittr,
markdown, methods, png, RColorBrewer, raster, scales (>=
1.0.0), sp, stats, viridis (>= 0.5.1), leaflet.providers (>=
1.8.0)","no","4.0.0","CRAN"
"leaflet.minicharts","leaflet.minicharts","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.0",NA,"R (>= 2.10)","leaflet (>= 1.1.0), htmltools","no","4.0.0","CRAN"
"leaflet.providers","leaflet.providers","C:/Users/Ilya/Documents/R/win-library/4.0","1.9.0",NA,"R (>= 2.10)",NA,"no","4.0.0","CRAN"
"leafpop","leafpop","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.5",NA,NA,"base64enc, brew, htmltools, htmlwidgets, sf, svglite, uuid","no","4.0.0","CRAN"
"leafsync","leafsync","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.1.0), methods","htmltools (>= 0.3), htmlwidgets, leaflet (>= 2.0.1)","no","4.0.0","CRAN"
"leaps","leaps","C:/Users/Ilya/Documents/R/win-library/4.0","3.1",NA,"",NA,"yes","4.0.0","CRAN"
"LearnBayes","LearnBayes","C:/Users/Ilya/Documents/R/win-library/4.0","2.15.1",NA,NA,NA,"no","4.0.0","CRAN"
"lexicon","lexicon","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.1",NA,"R (>= 3.2.2)","data.table, syuzhet (>= 1.0.1)","no","4.0.0","CRAN"
"lgr","lgr","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.4",NA,"R (>= 2.10)","R6 (>= 2.4.0)","no","4.0.0","CRAN"
"libcoin","libcoin","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-5",NA,"R (>= 3.4.0)","stats, mvtnorm","yes","4.0.0","CRAN"
"lifecycle","lifecycle","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.2)","glue, rlang (>= 0.4.0)","no","4.0.0","CRAN"
"lightsout","lightsout","C:/Users/Ilya/Documents/R/win-library/4.0","0.3",NA,"R (>= 3.0.0)","magrittr (>= 1.5), shiny (>= 0.10.0), shinyjs (>= 0.3.0),
stats, utils","no","4.0.0","CRAN"
"lime","lime","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.1",NA,NA,"glmnet, stats, ggplot2, tools, stringi, Matrix, Rcpp,
assertthat, htmlwidgets, shiny, shinythemes, methods,
grDevices, gower","yes","4.0.0","CRAN"
"linprog","linprog","C:/Users/Ilya/Documents/R/win-library/4.0","0.9-2",NA,"R (>= 2.4.0), lpSolve",NA,NA,"4.0.0","CRAN"
"lintr","lintr","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.1",NA,"R (>= 3.2)","rex, crayon, codetools, cyclocomp, testthat (>= 2.2.1),
digest, rstudioapi (>= 0.2), httr (>= 1.2.1), jsonlite, knitr,
stats, utils, xml2 (>= 1.0.0), xmlparsedata (>= 1.0.3)","no","4.0.0","CRAN"
"liquidSVM","liquidSVM","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.4",NA,"R (>= 2.12.0), methods",NA,"yes","4.0.0","CRAN"
"listenv","listenv","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.0",NA,"R (>= 3.1.2)",NA,"no","4.0.0","CRAN"
"listviewer","listviewer","C:/Users/Ilya/Documents/R/win-library/4.0","3.0.0",NA,NA,"htmltools, htmlwidgets, shiny","no","4.0.0","CRAN"
"lme4","lme4","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-23",NA,"R (>= 3.2.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4),
statmod","yes","4.0.0","CRAN"
"lmerTest","lmerTest","C:/Users/Ilya/Documents/R/win-library/4.0","3.1-2",NA,"R (>= 3.2.5), lme4 (>= 1.1-10), stats, methods","numDeriv, MASS, ggplot2","no","4.0.0","CRAN"
"lmtest","lmtest","C:/Users/Ilya/Documents/R/win-library/4.0","0.9-37",NA,"R (>= 3.0.0), stats, zoo","graphics","yes","4.0.0","CRAN"
"lobstr","lobstr","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.1",NA,"R (>= 3.2)","crayon, Rcpp, rlang (>= 0.3.0)","yes","4.0.0","CRAN"
"locfit","locfit","C:/Users/Ilya/Documents/R/win-library/4.0","1.5-9.4",NA,"R (>= 3.5.0)","lattice","yes","4.0.0","CRAN"
"longmemo","longmemo","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-2",NA,NA,"graphics, utils, stats","no","4.0.0","CRAN"
"loo","loo","C:/Users/Ilya/Documents/R/win-library/4.0","2.3.0",NA,"R (>= 3.1.2)","checkmate, matrixStats (>= 0.52), parallel, stats","no","4.0.2","CRAN"
"lpSolve","lpSolve","C:/Users/Ilya/Documents/R/win-library/4.0","5.6.15",NA,NA,NA,"yes","4.0.0","CRAN"
"lubridate","lubridate","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.9",NA,"methods, R (>= 3.2)","generics, Rcpp (>= 0.12.13)","yes","4.0.0","CRAN"
"lwgeom","lwgeom","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-5",NA,"R (>= 3.3.0)","Rcpp, units, sf (>= 0.9-3)","yes","4.0.0","CRAN"
"magic","magic","C:/Users/Ilya/Documents/R/win-library/4.0","1.5-9",NA,"R (>= 2.10), abind",NA,"no","4.0.0","CRAN"
"magick","magick","C:/Users/Ilya/Documents/R/win-library/4.0","2.4.0",NA,NA,"Rcpp (>= 0.12.12), magrittr, curl","yes","4.0.2","CRAN"
"magrittr","magrittr","C:/Users/Ilya/Documents/R/win-library/4.0","1.5",NA,NA,NA,"no","4.0.0","CRAN"
"manipulate","manipulate","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 2.11.1)",NA,"no","4.0.0","CRAN"
"manipulateWidget","manipulateWidget","C:/Users/Ilya/Documents/R/win-library/4.0","0.10.1",NA,NA,"shiny (>= 1.0.3), miniUI, htmltools, htmlwidgets, knitr,
methods, tools, base64enc, grDevices, codetools, webshot","no","4.0.0","CRAN"
"mapdata","mapdata","C:/Users/Ilya/Documents/R/win-library/4.0","2.3.0",NA,"R (>= 2.14.0), maps (>= 2.0-7)",NA,"yes","4.0.0","CRAN"
"mapdeck","mapdeck","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.5.0)","colourvalues (>= 0.3.4), googlePolylines (>= 0.7.2), geojsonsf
(>= 1.3.3), htmlwidgets, jsonify (>= 1.1.1), magrittr, Rcpp,
shiny, sfheaders (>= 0.2.2)","yes","4.0.0","CRAN"
"mapproj","mapproj","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.7",NA,"R (>= 3.0.0), maps (>= 2.3-0)","stats, graphics","yes","4.0.0","CRAN"
"maps","maps","C:/Users/Ilya/Documents/R/win-library/4.0","3.3.0",NA,"R (>= 3.0.0)","graphics, utils","yes","4.0.0","CRAN"
"maptools","maptools","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-1",NA,"R (>= 2.10), sp (>= 1.0-11)","foreign (>= 0.8), methods, grid, lattice, stats, utils,
grDevices","yes","4.0.0","CRAN"
"mapview","mapview","C:/Users/Ilya/Documents/R/win-library/4.0","2.7.8",NA,"methods, R (>= 2.10)","base64enc, htmltools, htmlwidgets, lattice, leafem, leaflet
(>= 2.0.0), leafpop, png, raster, satellite, scales (>= 0.2.5),
sf, sp, viridisLite, webshot","no","4.0.0","CRAN"
"markdown","markdown","C:/Users/Ilya/Documents/R/win-library/4.0","1.1",NA,"R (>= 2.11.1)","utils, xfun, mime (>= 0.3)","yes","4.0.0","CRAN"
"Matching","Matching","C:/Users/Ilya/Documents/R/win-library/4.0","4.9-7",NA,"R (>= 2.6.0), MASS (>= 7.2-1), graphics, grDevices, stats",NA,"yes","4.0.0","CRAN"
"MatchIt","MatchIt","C:/Users/Ilya/Documents/R/win-library/4.0","3.0.2",NA,"R (>= 2.6)","MASS, Matching","no","4.0.0","CRAN"
"matrixcalc","matrixcalc","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-3",NA,"R (>= 2.0.1)",NA,NA,"4.0.0","CRAN"
"MatrixModels","MatrixModels","C:/Users/Ilya/Documents/R/win-library/4.0","0.4-1",NA,"R (>= 3.0.1)","stats, methods, Matrix (>= 1.1-5)","no","4.0.0","CRAN"
"matrixStats","matrixStats","C:/Users/Ilya/Documents/R/win-library/4.0","0.56.0",NA,"R (>= 2.12.0)",NA,"yes","4.0.0","CRAN"
"maxLik","maxLik","C:/Users/Ilya/Documents/R/win-library/4.0","1.3-8",NA,"R (>= 2.4.0), miscTools (>= 0.6-8), methods","sandwich","no","4.0.0","CRAN"
"maxstat","maxstat","C:/Users/Ilya/Documents/R/win-library/4.0","0.7-25",NA,"R (>= 1.7.0)","exactRankTests(>= 0.8-23), mvtnorm(>= 0.5-10), stats, graphics","yes","4.0.0","CRAN"
"MBA","MBA","C:/Users/Ilya/Documents/R/win-library/4.0","0.0-9",NA,"R (> 2.10.0)",NA,"yes","4.0.0","CRAN"
"MBESS","MBESS","C:/Users/Ilya/Documents/R/win-library/4.0","4.7.0",NA,"R (>= 3.5.0), stats","boot, gsl, lavaan, MASS, methods, mnormt, nlme, OpenMx,
parallel, sem, semTools","no","4.0.0","CRAN"
"mboost","mboost","C:/Users/Ilya/Documents/R/win-library/4.0","2.9-2",NA,"R (>= 3.2.0), methods, stats, parallel, stabs (>= 0.5-0)","Matrix, survival, splines, lattice, nnls, quadprog, utils,
graphics, grDevices, partykit (>= 1.2-1)","yes","4.0.0","CRAN"
"mclust","mclust","C:/Users/Ilya/Documents/R/win-library/4.0","5.4.6",NA,"R (>= 3.0)","stats, utils, graphics, grDevices","yes","4.0.0","CRAN"
"mcmc","mcmc","C:/Users/Ilya/Documents/R/win-library/4.0","0.9-7",NA,"R (>= 3.0.2)","stats","yes","4.0.0","CRAN"
"MCMCpack","MCMCpack","C:/Users/Ilya/Documents/R/win-library/4.0","1.4-8",NA,"R (>= 3.6), coda (>= 0.11-3), MASS, stats","graphics, grDevices, lattice, methods, utils, mcmc, quantreg","yes","4.0.0","CRAN"
"memisc","memisc","C:/Users/Ilya/Documents/R/win-library/4.0","0.99.25.6",NA,"R (>= 3.3.0), lattice, stats, methods, utils, MASS","grid, repr, data.table","yes","4.0.2","CRAN"
"memoise","memoise","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,NA,"digest (>= 0.6.3)","no","4.0.0","CRAN"
"merTools","merTools","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.2",NA,"R (>= 3.0.2), arm, lme4 (>= 1.1-11), methods","dplyr, mvtnorm, foreach, shiny, abind, ggplot2, blme,
broom.mixed,","no","4.0.2","CRAN"
"metafor","metafor","C:/Users/Ilya/Documents/R/win-library/4.0","2.4-0",NA,"R (>= 3.5.0), methods, Matrix","stats, utils, graphics, grDevices, nlme","no","4.0.0","CRAN"
"metricsgraphics","metricsgraphics","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.0",NA,"R (>= 3.0.0)","magrittr, htmlwidgets, htmltools","no","4.0.0","CRAN"
"mets","mets","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.7.1",NA,"R (>= 3.5), timereg (>= 1.9.4), lava (>= 1.6.6)","mvtnorm, numDeriv, compiler, Rcpp, splines, survival (>=
2.43-1),","yes","4.0.0","CRAN"
"mgsub","mgsub","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.1",NA,NA,NA,"no","4.0.0","CRAN"
"mi","mi","C:/Users/Ilya/Documents/R/win-library/4.0","1.0",NA,"R (>= 3.0.0), methods, Matrix, stats4","arm (>= 1.4-11)","no","4.0.0","CRAN"
"mice","mice","C:/Users/Ilya/Documents/R/win-library/4.0","3.9.0",NA,"R (>= 2.10.0)","broom, dplyr, graphics, lattice, methods, stats, tidyr, utils","yes","4.0.0","CRAN"
"microbenchmark","microbenchmark","C:/Users/Ilya/Documents/R/win-library/4.0","1.4-7",NA,NA,"graphics, stats","yes","4.0.0","CRAN"
"mime","mime","C:/Users/Ilya/Documents/R/win-library/4.0","0.9",NA,NA,"tools","yes","4.0.0","CRAN"
"miniCRAN","miniCRAN","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.12",NA,NA,"graphics, httr, methods, stats, tools, utils, XML, igraph,
assertthat","no","4.0.0","CRAN"
"miniUI","miniUI","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.1.1",NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils","no","4.0.0","CRAN"
"minqa","minqa","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.4",NA,NA,"Rcpp (>= 0.9.10)","yes","4.0.0","CRAN"
"misc3d","misc3d","C:/Users/Ilya/Documents/R/win-library/4.0","0.8-4",NA,NA,NA,NA,"4.0.0","CRAN"
"miscTools","miscTools","C:/Users/Ilya/Documents/R/win-library/4.0","0.6-26",NA,"R (>= 2.14.0)","digest","no","4.0.0","CRAN"
"missForest","missForest","C:/Users/Ilya/Documents/R/win-library/4.0","1.4",NA,"randomForest,foreach,itertools",NA,"no","4.0.0","CRAN"
"mistral","mistral","C:/Users/Ilya/Documents/R/win-library/4.0","2.1.0",NA,"R (>= 3.0.0)","e1071, Matrix, mvtnorm, ggplot2, doParallel, foreach,
iterators, DiceKriging, emoa, quadprog","no","4.0.0","CRAN"
"mitml","mitml","C:/Users/Ilya/Documents/R/win-library/4.0","0.3-7",NA,NA,"pan, jomo, haven, grDevices, graphics, stats, utils","no","4.0.0","CRAN"
"mitools","mitools","C:/Users/Ilya/Documents/R/win-library/4.0","2.4",NA,NA,"DBI, methods, stats","no","4.0.0","CRAN"
"mlapi","mlapi","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,"methods","R6 (>= 2.2.1), Matrix (>= 1.1)","no","4.0.0","CRAN"
"mlbench","mlbench","C:/Users/Ilya/Documents/R/win-library/4.0","2.1-1",NA,"R (>= 2.10)",NA,NA,"4.0.0","CRAN"
"MLmetrics","MLmetrics","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.1",NA,"R (>= 2.10)","stats, utils, ROCR","no","4.0.0","CRAN"
"mlmRev","mlmRev","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-8",NA,"lme4, R (>= 2.10)",NA,"no","4.0.0","CRAN"
"mlogit","mlogit","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-0",NA,"R (>= 2.10), dfidx","Formula, zoo, lmtest, statmod, MASS, Rdpack","no","4.0.0","CRAN"
"mnormt","mnormt","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.1",NA,"R (>= 4.0.0)","tmvnsim (>= 1.0-2)","yes","4.0.2","CRAN"
"mockery","mockery","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.2",NA,NA,"testthat","no","4.0.0","CRAN"
"ModelMetrics","ModelMetrics","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.2.2",NA,"R (>= 3.2.2)","Rcpp, data.table","yes","4.0.0","CRAN"
