"","Дата","Время","№","Мастер-технолог","Машинист","Сушильщик","Накатчик","Артикул","Вес м2","Примечание","Креп-фактор","Композиция (для целлюлозы)","Белизна","Формат ОБЩИЙ","Нож центрального реза в работе","Скорость Янки","Скорость наката","Производительность при формате 2850","Производительность","Формующая часть: Скорость смесительного насоса","Формующая часть: Угол напорного ящика","Формующая часть: Разница скорости струи/сетки","Формующая часть: Скорость струи","Формующая часть: Открытие щели напорного ящика","Формующая часть: Давление на напорном ящике","Формующая часть: Температура в лотке-успокоителе","Формующая часть: Давление СВД сетки (игольчатый) ","Формующая часть: Давление промывающего спрыска сетки (веерный ВД)","Формующая часть: Натяжение сетки","Прессовая часть: Натяжение сукна","Прессовая часть: Вакуум пресс","Прессовая часть: Вакуум 1-я сукномойка","Прессовая часть: Вакуум 2-я сукномойка","Прессовая часть: Вакуум 3-я сукномойка","Прессовая часть","Прессовая часть: Динамика роста вакуума","Прессовая часть: Открытие перемычки","Прессовая часть: Обороты регулируемого вакуумного насоса","Прессовая часть: Прижим прессовоговала лицо","Прессовая часть: Прижим прессовоговала привод","Прессовая часть: Давление орошающего спрыска сукна","Прессовая часть: Давление СВД сукна","Поток: Поток в машинный бассейн","Поток: Поток массы из машинного бассейна","Поток: Рециркуляция потока","Поток: Рециркуляция потока","Поток: Нагрузка насоса плотной маассы","Поток: Открытие клапана после насоса плотной массы","Поток: Концентрация при размоле","Поток: Расход массы с браковой линии брака","Поток: Расход массы с мак.участка","Поток: Доля брака","1-ой рафинер: Потребление энергии","1-ой рафинер: Удельное потребление энергии","2-ой рафинер: Потребление энергии","2-ой рафинер: Удельное потребление энергии","2-ой рафинер: Поток на флотацию(Об.в)","2-ой рафинер: Скорость скребка №1","2-ой рафинер: Скорость скребка №2","2-ой рафинер: Толщина папки","2-ой рафинер: Уровень ","Янки-циллиндр: Давление пара Янки цилиндра","Янки-циллиндр: Перепад давления","Янки-циллиндр: Давление в главном паропроводе","Янки-циллиндр: Температура конденсата","Янки-циллиндр: Скорость продува","Колпак МЧ: Температура колпака","Колпак МЧ: Циркуляционный вентилятор","Колпак МЧ: Потребление газа","Колпак СЧ: Температура колпака","Колпак СЧ: Циркуляционный вентилятор","Колпак СЧ: Потребление газа","Вытяжной вентиятор","Влагосодержание в воздухе","Производительность конвективной сушки","Производительность контактной сушки","Балланс сушки: Конвективная","Балланс сушки: Контактная","Шаберы: Съемный","Шаберы: Крепирующий ","Шаберы: Вылет крепирующего шабера","Шаберы: Очищающий","Адгезив: Марка","Адгезив: Уставка насоса","Адгезив","Адгезив: V","Адгезив: X","Адгезив: Расход по факту","Адгезив","Релиз: Марка","Релиз: Уставка насоа","Релиз: Расход по факту","Релиз","Релиз","Релиз","Релиз","Модификатор: Марка","Модификатор: Уставка насоса","Модификатор","Модификатор: V","Модификатор: X","Модификатор: Расход по факту","Модификатор","Давление прижима втроричных вилок: Пустой вал","Давление прижима втроричных вилок: D1","Давление прижима втроричных вилок: D2","Давление прижима втроричных вилок: Конец ","Перезаправка: Давление на клеевой заправке","Перезаправка: Время стабильной ленты","Перезаправка: Время подачи клея","Перезаправка: Уровень клея в ведре ","Перезаправка: Время продувки","Перезаправка: Время торможения","Перезаправка: Коээфициент разгона","Пеногаситель: Марка","Пеногаситель: Расход","Пеногаситель: Удельный расход (2850)","Пеногаситель: Удельный расход (обрезная)","Пассиватор сетки: Марка","Пассиватор сетки: Расход","Кондиционер : Марка","Кондиционер : Расход","Глинозем: Расход","Флокулянт: Марка","Флокулянт: Расход","Коагулянт: Расход","Смола: Марка","Смола: Расход","Смола: Удельный расход (2850)","Смола: Удельный расход (обрезная)","Эксперементальный химакат: Марка","Эксперементальный химакат: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Красители: Марка","Красители: Расход","Газ: Расход газа","Газ: Удельный расход газа  (2850)","Газ: Удельный расход газа (обрезная)","Пар: Расход пара","Пар: Удельный расход пара (2850)","Пар: Удельный расход пара (обрезная)","Вода: Расход свежей воды на БДМ","Вода"
"80","42389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"81","42390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"82","42390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"83","42390","0.89792824074074085","3","Плетнев Е. В.","Воробьев С. А.","Самарин П. М.","Лисаев А.В.","БОС","17","ПРС","17.5","70/30","84","2700",NA,"1250","1031.25","2.9978437499999999","2.8400625000000002","839.2","1011","0.97799999999999998","1222.5","10.7","207","40","25","20","5.0999999999999996","4.8","-28","-32","-31",NA,-91,"1","50","50","105","110","2","20","1754",NA,"1754","1","61","80","4.3","413","720","37","355","70","153",NA,"4004","29","32","1","97.4","300","1.2","1604","124","37.9","358","1330","150","353","1308","132","1500","267","0.71099999999999997","0.38461538461538464","0.64895036158112751","0.35104963841887243","2.9","3","30","1.8","BioTac B5","57",15.6,"4225","8.8919999999999995","57","2.1046153846153843","BioRelease 80","31","31",109,4225,33.79,"7.9976331360946746",NA,"8",NA,"-94.64",NA,"8",NA,"660","550","550","550","2","3","0.5","35","11","8","3",NA,"850","283.53712564238879","299.28918817807704",NA,NA,NA,NA,"5","Fennopol 7675","3.9","20","Ультрарез 200","40","13.342923559641827","14.084197090733038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"282","94.067611095474874","99.293589489667909","3.8","1.2675777381659734","1.3379987236196385","332",NA
"84","42390","0.26944444444444443","3","Плетнев Е. В.","Воробьев С. А.","Самарин П. М.","Лисаев А.В.","БОС","15","ПРС","17.8","70/30","84","2600",NA,"1260","1035.72","2.6566217999999999","2.4235848","840","1011","0.97","1222.2","10.7","207","40","25","20","5.2","4.7","-28","-32","-31",NA,-91,"0","50","50","105","110","2.5","20","1672",NA,"1672","1","57","80","4.3","375","560","40","355","70","157",NA,"3736","29","32","1","97.4","320","1.19","1603","127","35.5","332","1230","129","324","1197","116","1400","280","0.65600000000000003","0.41025641025641024","0.61523662947287416","0.38476337052712578","2.9","3","30",NA,"BioTac B5","60",15.6,"4258.8","9.36","60","2.1978021978021975","BioRelease 80","56","56",109,4258.8,61.04,"14.332675871137408",NA,"8",NA,"-94.64",NA,"8",NA,"650","480","480","480","2","3","0.5","35","11","8","3",NA,"850","319.95521530388709","350.72013985233775",NA,NA,NA,NA,"5","Fennopol 7675","3.9","20","Ультрарез 200","40","15.056716014300568","16.504477169521778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"245","92.222385587590978","101.08992266332088","3.99","1.5019074224264817","1.6463215976597974","328",NA
"85","42391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"86","42391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"87","42391","9.5092592592592604E-2","4","Ракитин А. Н.","Ханин А. А.","Захаров В. В.","Гурьев М. С.","БОС","17","ПРС","17.5","70/30","84","2700",NA,"1420","1171.5","3.4055504999999999","3.2263109999999999","957","1005","0.97299999999999998","1381.6599999999999","11.1","265","40","25","20","6.2","4.7","-28","-32","-32",NA,-92,"1","50","50","105","110","2.5","20","1535",NA,"1535","1","63","80","4.3","424","897","35","335","73","160",NA,"4353","30","29","1","97","440","129","1627","137","26.7","398","1494","168","393","1471","158","1400","387","0.79100000000000004","0.5641025641025641","0.58371965410887616","0.41628034589112373","2.8","3","30","1.8","BioTac B5","74",15.6,"4799.5999999999995","11.543999999999999","74","2.4052004333694477","BioRelease 80","48","48",109,4799.6,52.32,"10.900908409034088",NA,NA,NA,"-94.64",NA,NA,NA,"650","480","480","480","2","3","0.5","50","11","2","3",NA,"850","249.59254017815917","263.4587924102791",NA,NA,NA,NA,"5","Fennopol 7675","3.9","20","Ультрарез 200","35","10.277339889688907","10.848303216893846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326","95.7260801153881","101.04419567735411","4.46","1.3096267402289292","1.3823837813527586","335",NA
"88","42391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"89","42392","0.70737268518518526","2","Чумак С. В.","Городков А. Н.","Свитков А. А.",NA,"БОС","16","ПРС","16.5","70/30","84","2700",NA,"1450","1210.75","3.3126120000000001","3.1382639999999999","993","1005","0.97399999999999998","1412.3","11.2","284","40","25","20","5.9","4.5","-28","-32","-32",NA,-92,"1","50","50","105","110","2.5","20","1900",NA,"1900","1","64","80","4.3","580","900","43","355","60","140",NA,"4200","30","27","1","97.3","450","130","1630","138","24.8","412","1550","191","404","1518","171","1400","418","0.81599999999999995","0.57692307692307687","0.58581842279655394","0.41418157720344595","3","3","30","1.8","BioTac B5","75",15.6,"4901","12.323999999999998","79","2.5145888594164449","BioRelease 80","50","55",109,4901,59.95,"12.232197510712099",NA,NA,NA,"-94.64",NA,NA,NA,"666","480","480","480","2","3","0.5","50","11","2","3.2",NA,"850","256.59509776575101","270.85038097495942",NA,NA,NA,NA,"30","Fennopol 7675","3.7","20","Ультрарез 200","50","15.093829280338294","15.932375351468201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"362","109.27932398964926","115.35039754462977",NA,"0","0","337",NA
"90","42392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"91","42392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"92","42392","1.1145833333333299","1","Коротков А. Г.","Гришечкин В. А.","Кандин Д. Н.","Сякин Е.В","БОПвл","18","ПРС","18","80/20","84","2750",NA,"1500","1230","3.7859400000000001","3.6530999999999998","966","1015","0.94699999999999995","1420.5","10.5","280","40","25","20","5.9","4.5","-28","-32","-32",NA,-92,"1","50","50","105","110","2.5","20","1505",NA,"1505","1","64","80","4.3","500","1020","35","322","68","140","23","4250","30","27","1","97","510","126","1610","140","17.899999999999999","420","1550","198","410","1520","178","1400","395","0.83","0.65384615384615385","0.55935717988595124","0.44064282011404876","2.8","3","30","1.8","BioTac B5","78",15.6,"5070","12.48","80","2.4615384615384617","BioRelease 80","59","63",109,5070,68.67,"13.544378698224852",NA,NA,NA,"-94.64",NA,NA,NA,"666","480","480","480","2","3","0.5","50","11","2","3.2",NA,"850","224.51491571445928","232.67909446771236",NA,NA,NA,NA,"30","Fennopol 7675","3.7","20","Ультрарез 200","80","21.13081559665499","21.899208891078811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"376","99.314833304278466","102.92628178807041",NA,"0","0",NA,NA
"93","42393","0.39583333333333298","3","Плетнев Е. В.","Воробьев С. А.","Шаров И. А.","Самарин П. М.","БОПвл","18","ПРС","18","80/20","84","2750",NA,"1500","1230","3.7859400000000001","3.6530999999999998","967.4","1015","0.94699999999999995","1420.5","10.5","280","40","25","20","5.9","4.5","-29","-33","-33",NA,-95,"3.1578947368421054E-2","50","50","105","110","2.5","20","1520",NA,"0","0","66","80","4.4000000000000004","472","874","35","313","67","138","20","4374","30","27","1","97.4","510","130","1620","143","19.899999999999999","413","1500","173","403","1515","165","1400","426","0.81599999999999995","0.65384615384615385","0.55516014234875444","0.44483985765124556","2.9","3","30","1.8","BioTac B5","78",15.6,"5070","12.323999999999998","79","2.4307692307692301","BioRelease 80","53","57",109,5070,62.13,"12.254437869822487",NA,NA,NA,"-98.02",NA,NA,NA,"666","480","480","480","2","3","0.5","50","11","2","3.2",NA,"850","224.51491571445928","232.67909446771236",NA,NA,NA,NA,"5","Fennopol 7675","3.7","20","Ультрарез 200","100","26.41351949581874","27.374011113848514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338","89.277695895867339","92.524157564807979","4.7","1.2414354163034809","1.2865785223508801","335",NA
"94","42393","0.65209490740740739","3","Плетнев Е. В.","Воробьев С. А.","Шаров И. А.","Самарин П. М.","БОПвл","19","ПРС","17.7","80/20","84","2750",NA,"1500","1234.5","4.0108905000000004","3.8701574999999999","1016","1020","0.94899999999999995","1423.5","12","281","40","25","20","6.3","4.5","-29","-33","-33",NA,-95,"0","50","50","105","110","2.5","20","1580",NA,"0","0","68","80","4.4000000000000004","484","871","35","336","69","138","20","4416","34","27","1","97.4","530","130","1617","145","18.100000000000001","420","1500","178","410","1541","170","1400","448","0.83","0.67948717948717952","0.54985561406488881","0.4501443859351113","2.9","3","30","1.8","BioTac B5","78",15.6,"5070","12.167999999999999","78","2.4","BioRelease 80","56","60",109,5070,65.4,"12.89940828402367",NA,NA,NA,"-98.02",NA,NA,NA,"666","480","480","480","2","3","0.5","50","11","2","3.2",NA,"850","211.92301310644106","219.62930449212985",NA,NA,NA,NA,"30","Fennopol 7675","3.8","20","Ультрарез 200","135","33.65836090514064","34.882301301691214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348","86.763774777695872","89.918821133248457","4.83","1.2042213568283651","1.2480112243493966","329",NA
"95","42393",NA,"2","Чумак С. В.","Городков А. Н.","Свитков А. А.",NA,"БОПвл","18.5","ПРС","15","80/20","84","2750",NA,"1500","1275","4.0334624999999997","3.8919375","1025","1020","0.95499999999999996","1432.5","12","284","40","25","20","6.6","4.5","-29","-33","-33",NA,-95,"0","50","50","105","110","2.5","20","2000",NA,"2000","1","70","80","4.3","600","1050","37","355","70","138",NA,"4130","35","25","1","97.5","530","130","1619","145","17.8","450","1500","203","440","1620","186","1500","475","0.89","0.67948717948717952","0.5670642051952296","0.43293579480477051","2.9","3","30","1.8","BioTac B5","78",15.6,"5070","12.48","80","2.4615384615384617","BioRelease 80","58","60",109,5070,65.4,"12.89940828402367",NA,NA,NA,"-98.02",NA,NA,NA,"666","480","480","480","2","3","0.5","100","11","2","3.2",NA,"850","210.73705284231602","218.40021840021839",NA,NA,NA,NA,"0","Fennopol 7675","3.7","20","Ультрарез 200","135","33.47000251025019","34.687093510622923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"389","96.44319241842463","99.950217597276421","4.72","1.1702104581361548","1.2127635657047422","331",NA
"96","42393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"97","42394","0.76181712962962955","4","Ракитин А. Н.","Ханин А. А.","Захаров В. В.","Гурьев М. С.","БОПвл","18.5","ПФ","14.7","80/20","84","2750",NA,"1460","1245.3799999999999","3.9397596299999997","3.8015224499999993","1002",NA,"0.96199999999999997","1404.52","12","274","41.3","25","20","6.6","4.4000000000000004","-30","-34","-34",NA,-98,"1","50","50","105","110","2.5","20","2253",NA,"2253","1","69","80","4.4000000000000004","577","916","39","355","70","131",NA,"4316","32","25","1.5","97.5","510","130","1615","143","22.2","427","1500","195","417","1567","175","1500","423","0.84399999999999997","0.65384615384615385","0.56347576006573541","0.43652423993426459","2.9","3","30","1.8","BioTac B5","76",15.6,"4934.8","11.856","76","2.4025289778714436","BioRelease 80","52","52",109,4934.8,56.68,"11.485774499473129",NA,NA,NA,"-101.39999999999999",NA,NA,NA,"666","480","480","480","2","3","0.5","100","11","2","3.2",NA,"425","107.87460147663883","111.79731425760752",NA,NA,NA,NA,"0","Fennopol 7675","3.7","20","Ультрарез 200","135","34.266049880814684","35.512088058298858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"370","93.914358932603207","97.329426530152432","4.72","1.1980426328699652","1.2416078195197824","340",NA
"98","42394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"99","42394","6.1805555555555558E-2","3","Плетнев Е. В.","Воробьев С. А.","Шаров И. А.","Самарин П. М.","БОПвл","17.5","ПФ","15","80/20","84","2740",NA,"1460","1241","3.7136925000000001","3.570357","1014",NA,"0.97499999999999998","1423.5","12","281","41.5","25","20","6.6","4.5","-30","-34","-34",NA,-98,"1","50","50","105","110","2.5","20","2145",NA,"2145","1","67","80","4.4000000000000004","538","870","50","355","70","141",NA,"4204","32","25","1.5","97.5","510","130","1601","143","21.8","404","1516","174","396","1485","161","1500","380","0.8","0.65384615384615385","0.55026455026455023","0.44973544973544971","2.9","3","30","1.8","BioTac B5","76",15.6,"4934.8","11.856","76","2.4025289778714436","BioRelease 80","53","53",109,4934.8,57.77,"11.706654778309153",NA,NA,NA,"-101.39999999999999",NA,NA,NA,"458","480","480","480","2","3","0.5","100","11","2","3.2",NA,NA,"0","0",NA,NA,NA,NA,"0","Fennopol 7675","3.7","20","Ультрарез 200","130","35.005590796760906","36.410924733857144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335","90.206714745499255","93.82815219878573","4.7","1.2655867441905866","1.316394971147143","352",NA
"100","42394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"101","42395",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","100/0 ","84","2700",NA,"1500","1245","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5070",NA,NA,NA,NA,NA,NA,109,5070,0,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
"102","42395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,109,0,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA
