city;local_date;local_time;tv_company;programm;genre;category;clip;clip_ID;place_in_block;selling;clip_duration;All 22-45 BC Reg. TVR;All 22-45 BC Reg. Stand. TVR;All 22-45 BC OTS;All 4+ Reg. TVR;All 4+ Reg. Stand. TVR;All 4+ OTS
Москва;30.01.2015;22:57:58;К1;П5;Ж1;КАТ16;Р5;143;4;Последний;10;0;0;0;0.09;0.03;12
Москва;30.01.2015;13:40:35;К21;П8;Ж3;КАТ3;Р1;141;8;Средний;10;0.5;0.17;21;1.04;0.35;146
Москва;30.01.2015;13:06:14;К21;П8;Ж3;КАТ3;Р5;143;2;Второй;10;1.5;0.5;62;1.31;0.44;183
Москва;30.01.2015;23:52:10;К21;П8;Ж3;КАТ3;Р2;145;3;Средний;10;2.22;0.74;91;1.97;0.66;274
Москва;30.01.2015;18:52:35;К21;П415;Ж2;КАТ2;Р4;142;3;Средний;10;1.12;0.37;46;1.55;0.52;216
Москва;30.01.2015;18:10:16;К21;П415;Ж2;КАТ2;Р5;143;5;Предпоследний;10;1.19;0.4;49;1.21;0.4;168
Москва;30.01.2015;0:29:36;К21;П443;Ж2;КАТ2;Р3;144;4;Средний;10;0.26;0.09;11;0.71;0.24;99
Москва;30.01.2015;16:52:48;К28;П357;Ж3;КАТ3;Р5;143;2;Второй;10;1.62;0.54;66;1.01;0.34;141
Москва;30.01.2015;0:05:15;К15;П444;Ж2;КАТ1;Р2;145;8;Последний;10;0.38;0.13;16;0.23;0.08;32
Москва;30.01.2015;11:10:54;К15;П445;Ж5;КАТ4;Р1;141;7;Предпоследний;10;0.28;0.09;11;0.11;0.04;16
Москва;30.01.2015;21:26:44;К26;П446;Ж2;КАТ1;Р5;143;7;Средний;10;1.94;0.65;80;2.3;0.77;321
Москва;30.01.2015;22:26:53;К26;П446;Ж2;КАТ1;Р2;145;7;Средний;10;2.96;0.99;121;2.9;0.97;405
Москва;30.01.2015;0:56:01;К18;П447;Ж2;КАТ1;Р4;142;7;Последний;10;1.14;0.38;47;0.66;0.22;91
Москва;30.01.2015;20:15:48;К18;П448;Ж2;КАТ1;Р4;142;2;Второй;10;0.71;0.24;29;0.86;0.29;119
Москва;30.01.2015;21:27:25;К18;П448;Ж2;КАТ1;Р5;143;2;Второй;10;0.8;0.27;33;0.9;0.3;125
Москва;30.01.2015;0:28:47;К18;П449;Ж2;КАТ1;Р1;141;1;Первый;10;1.82;0.61;75;0.89;0.3;124
Москва;30.01.2015;10:07:16;К18;П359;Ж2;КАТ12;Р1;141;7;Последний;10;0.36;0.12;15;1.18;0.39;165
Москва;30.01.2015;10:23:54;К18;П359;Ж2;КАТ12;Р5;143;7;Последний;10;0;0;0;0.78;0.26;109
Москва;30.01.2015;12:25:16;К18;П259;Ж1;КАТ42;Р4;142;3;Средний;10;0.29;0.1;12;0.77;0.26;108
Москва;30.01.2015;12:56:05;К18;П235;Ж1;КАТ16;Р5;143;6;Средний;10;0.36;0.12;15;0.73;0.24;102
Москва;30.01.2015;8:11:36;К18;П206;Ж3;КАТ20;Р3;144;4;Предпоследний;10;0.19;0.06;8;0.33;0.11;46
Москва;30.01.2015;7:09:11;К18;П206;Ж3;КАТ20;Р2;145;4;Средний;10;0;0;0;0.26;0.09;36
Москва;30.01.2015;10:55:24;К9;П13;Ж1;КАТ34;Р4;142;7;Последний;10;0.75;0.25;31;0.28;0.09;39
Москва;30.01.2015;20:54:27;К9;П13;Ж1;КАТ34;Р4;142;5;Средний;10;0;0;0;0.08;0.03;11
Москва;30.01.2015;8:56:55;К9;П50;Ж1;КАТ41;Р1;141;1;Первый;10;1.52;0.51;62;0.84;0.28;117
Москва;30.01.2015;16:55:49;К9;П50;Ж1;КАТ41;Р1;141;8;Средний;10;0.1;0.03;4;0.28;0.09;39
Москва;30.01.2015;9:57:48;К9;П50;Ж1;КАТ41;Р5;143;8;Последний;10;0.2;0.07;8;0.21;0.07;29
Москва;30.01.2015;15:57:06;К9;П14;Ж5;КАТ44;Р3;144;10;Последний;10;0;0;0;0.22;0.07;30
Москва;30.01.2015;17:54:56;К9;П75;Ж1;КАТ34;Р5;143;1;Первый;10;0.2;0.07;8;0.06;0.02;8
Москва;30.01.2015;12:54:19;К9;П75;Ж1;КАТ34;Р2;145;1;Первый;10;0.83;0.28;34;0.48;0.16;67
Москва;30.01.2015;21:55:48;К9;П75;Ж1;КАТ34;Р2;145;7;Предпоследний;10;0.48;0.16;20;0.22;0.07;30
Москва;30.01.2015;9:10:52;К23;П17;Ж2;КАТ2;Р5;143;10;Предпоследний;10;0;0;0;0.05;0.02;7
Москва;30.01.2015;23:54:03;К23;П450;Ж2;КАТ2;Р1;141;1;Первый;10;0;0;0;0;0;0
Москва;30.01.2015;6:40:14;К6;П137;Ж2;КАТ12;Р2;145;5;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;19:27:37;К14;П612;Ж5;КАТ30;Р11;7742;4;Средний;20;2.43;1.62;10;3.72;2.48;37
Пермь;30.01.2015;19:10:09;К14;П612;Ж5;КАТ30;Р13;7757;4;Средний;20;4.59;2.91;19;5.23;3.31;51
Пермь;30.01.2015;20:19:48;К20;П154;Ж1;КАТ16;Р11;7742;5;Средний;20;0.85;0.56;3;4.59;3.06;45
Пермь;30.01.2015;12:52:24;К20;П409;Ж2;КАТ2;Р12;7858;3;Средний;10;0;0;0;2.31;0.77;23
Пермь;30.01.2015;10:53:11;К20;П346;Ж7;КАТ27;Р13;7757;3;Средний;20;3.55;2.37;14;4.31;2.88;42
Пермь;30.01.2015;15:19:57;К20;П432;Ж2;КАТ2;Р11;7742;4;Средний;20;1.34;0.9;5;3.31;2.2;32
Пермь;30.01.2015;17:24:01;К11;П1387;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;1.03;0.68;10
Пермь;30.01.2015;21:45:18;К11;П400;Ж2;КАТ2;Р11;7742;2;Второй;20;0;0;0;1.67;1.11;16
Пермь;30.01.2015;11:50:29;К11;П503;Ж2;КАТ2;Р14;7798;1;Первый;10;1.06;0.35;4;0.81;0.27;8
Пермь;30.01.2015;12:30:37;К22;П8;Ж3;КАТ3;Р11;7742;4;Средний;20;0.67;0.45;3;0.28;0.19;3
Пермь;30.01.2015;12:07:19;К22;П8;Ж3;КАТ3;Р13;7757;1;Первый;20;0.67;0.45;3;0.28;0.19;3
Пермь;30.01.2015;22:59:23;К22;П8;Ж3;КАТ3;Р11;7781;4;Средний;10;3.24;1.08;13;2.54;0.85;25
Пермь;30.01.2015;13:51:31;К22;П8;Ж3;КАТ3;Р14;7798;5;Средний;10;0;0;0;0.98;0.33;10
Пермь;30.01.2015;16:39:34;К22;П414;Ж2;КАТ2;Р11;7742;2;Второй;20;2.12;1.42;9;1.4;0.94;14
Пермь;30.01.2015;15:10:20;К22;П414;Ж2;КАТ2;Р15;7827;3;Средний;10;0;0;0;0.52;0.17;5
Пермь;30.01.2015;14:41:46;К22;П425;Ж2;КАТ2;Р13;7757;3;Средний;20;0;0;0;0.52;0.35;5
Пермь;30.01.2015;18:52:12;К22;П415;Ж2;КАТ2;Р11;7742;3;Средний;20;1.15;0.77;5;0.86;0.57;8
Пермь;30.01.2015;18:39:46;К22;П415;Ж2;КАТ2;Р13;7757;3;Средний;20;1.15;0.77;5;0.86;0.57;8
Пермь;30.01.2015;19:38:05;К22;П402;Ж2;КАТ2;Р14;7798;3;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;9:22:37;К22;П416;Ж2;КАТ2;Р11;7742;2;Второй;20;0.67;0.42;3;0.28;0.18;3
Пермь;30.01.2015;9:07:32;К22;П416;Ж2;КАТ2;Р13;7757;3;Средний;20;0.67;0.45;3;0.28;0.19;3
Пермь;30.01.2015;8:51:59;К25;П441;Ж2;КАТ7;Р11;7742;3;Средний;20;1.1;0.73;4;0.85;0.57;8
Пермь;30.01.2015;23:28:56;К25;П250;Ж3;КАТ28;Р13;7757;4;Средний;20;0;0;0;0.23;0.15;2
Пермь;30.01.2015;19:07:33;К25;П1463;Ж2;КАТ1;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;18:08:19;К25;П1463;Ж2;КАТ1;Р11;7781;4;Средний;10;0;0;0;0.14;0.05;1
Пермь;30.01.2015;9:40:03;К25;П350;Ж2;КАТ2;Р11;7742;3;Средний;20;0;0;0;0.83;0.55;8
Пермь;30.01.2015;10:35:40;К25;П350;Ж2;КАТ2;Р11;7742;3;Средний;20;0;0;0;0.83;0.55;8
Пермь;30.01.2015;12:51:00;К25;П350;Ж2;КАТ2;Р11;7742;5;Средний;20;0;0;0;0.67;0.44;7
Пермь;30.01.2015;10:17:28;К25;П350;Ж2;КАТ2;Р13;7757;3;Средний;20;0;0;0;0.83;0.55;8
Пермь;30.01.2015;10:53:42;К25;П350;Ж2;КАТ2;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;30.01.2015;11:24:25;К25;П350;Ж2;КАТ2;Р13;7757;7;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;13:50:36;К25;П212;Ж3;КАТ28;Р13;7757;5;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;14:49:46;К29;П357;Ж3;КАТ3;Р11;7742;1;Первый;20;0;0;0;0.21;0.14;2
Пермь;30.01.2015;14:18:30;К29;П357;Ж3;КАТ3;Р11;7781;1;Первый;10;0.97;0.32;4;0.91;0.3;9
Пермь;30.01.2015;14:08:43;К29;П357;Ж3;КАТ3;Р14;7798;1;Первый;10;0;0;0;0.5;0.17;5
Пермь;30.01.2015;13:45:56;К29;П40;Ж3;КАТ3;Р13;7757;1;Первый;20;0;0;0;0;0;0
Пермь;30.01.2015;20:14:38;К29;П1033;Ж3;КАТ3;Р13;7757;2;Второй;20;1.96;1.31;8;3.45;2.3;34
Пермь;30.01.2015;12:38:40;К29;П1459;Ж2;КАТ1;Р11;7742;1;Первый;20;0;0;0;0;0;0
Пермь;30.01.2015;18:12:07;К16;П1093;Ж7;КАТ5;Р13;7757;4;Средний;20;0;0;0;0.52;0.35;5
Пермь;30.01.2015;21:25:37;К27;П446;Ж2;КАТ1;Р11;7742;2;Второй;20;3.71;2.47;15;2.61;1.74;26
Пермь;30.01.2015;22:26:25;К27;П446;Ж2;КАТ1;Р13;7757;3;Средний;20;3.82;2.55;16;2.66;1.77;26
Пермь;30.01.2015;14:22:11;К27;П1293;Ж3;КАТ13;Р13;7757;4;Средний;20;0.92;0.61;4;0.38;0.26;4
Пермь;30.01.2015;9:33:33;К27;П373;Ж2;КАТ12;Р13;7757;2;Второй;20;0;0;0;0;0;0
Пермь;30.01.2015;17:23:29;К27;П373;Ж2;КАТ12;Р12;7858;1;Первый;10;0;0;0;0.99;0.33;10
Пермь;30.01.2015;23:24:41;К27;П1464;Ж2;КАТ2;Р11;7742;1;Первый;20;1.2;0.8;5;2.06;1.37;20
Пермь;30.01.2015;0:17:19;К27;П1464;Ж2;КАТ2;Р11;7742;2;Второй;20;1.2;0.8;5;1.63;1.09;16
Пермь;30.01.2015;20:09:39;К32;П1465;Ж2;КАТ1;Р11;7742;4;Средний;20;0;0;0;0.37;0.25;4
Пермь;30.01.2015;23:49:10;К32;П1466;Ж2;КАТ1;Р13;7757;2;Второй;20;0;0;0;0.5;0.32;5
Пермь;30.01.2015;7:39:12;К32;П491;Ж5;КАТ4;Р11;7742;1;Первый;20;0;0;0;0;0;0
Пермь;30.01.2015;10:07:54;К32;П491;Ж5;КАТ4;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;30.01.2015;9:08:58;К32;П491;Ж5;КАТ4;Р13;7757;3;Средний;20;1.02;0.68;4;0.43;0.28;4
Пермь;30.01.2015;8:52:23;К32;П491;Ж5;КАТ4;Р15;7827;5;Средний;10;1.02;0.34;4;0.43;0.14;4
Пермь;30.01.2015;0:29:16;К32;П1467;Ж2;КАТ12;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;18:37:58;К32;П484;Ж3;КАТ11;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;30.01.2015;19:21:32;К32;П484;Ж3;КАТ11;Р11;7742;3;Предпоследний;20;0;0;0;0.37;0.25;4
Пермь;30.01.2015;19:09:12;К32;П484;Ж3;КАТ11;Р13;7757;1;Первый;20;0;0;0;0.37;0.25;4
Пермь;30.01.2015;11:39:51;К32;П1468;Ж2;КАТ2;Р13;7757;2;Второй;20;0;0;0;1.09;0.73;11
Пермь;30.01.2015;10:41:30;К32;П1468;Ж2;КАТ2;Р11;7781;3;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;12:04:39;К32;П1468;Ж2;КАТ2;Р14;7798;4;Средний;10;0;0;0;1.09;0.36;11
Пермь;30.01.2015;16:12:57;К32;П1468;Ж2;КАТ2;Р15;7827;3;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;12:39:13;К32;П1468;Ж2;КАТ2;Р12;7858;5;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;7:08:07;К32;П486;Ж2;КАТ12;Р13;7757;3;Предпоследний;20;0;0;0;0;0;0
Пермь;30.01.2015;18:55:59;К3;П512;Ж2;КАТ2;Р11;7781;8;Средний;10;0;0;0;0.98;0.33;10
Пермь;30.01.2015;18:46:17;К3;П512;Ж2;КАТ2;Р12;7858;4;Средний;10;0;0;0;0.98;0.29;10
Пермь;30.01.2015;0:24:59;К3;П487;Ж3;КАТ3;Р11;7742;4;Средний;20;2.67;1.78;11;1.78;1.19;17
Пермь;30.01.2015;0:09:41;К3;П487;Ж3;КАТ3;Р13;7757;4;Средний;20;2.67;1.78;11;1.11;0.74;11
Пермь;30.01.2015;0:57:47;К3;П1469;Ж2;КАТ1;Р13;7757;3;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;7:26:11;К3;П497;Ж3;КАТ17;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;7:13:49;К3;П497;Ж3;КАТ17;Р13;7757;2;Второй;20;2.66;1.78;11;1.11;0.74;11
Пермь;30.01.2015;17:50:09;К12;П78;Ж1;КАТ16;Р13;7757;2;Второй;20;0;0;0;2.08;1.38;20
Пермь;30.01.2015;13:17:02;К5;П1072;Ж2;КАТ12;Р12;7858;4;Предпоследний;10;0;0;0;0.22;0.07;2
Пермь;30.01.2015;8:31:42;К5;П1450;Ж2;КАТ2;Р11;7781;3;Средний;10;0;0;0;0.83;0.28;8
Пермь;30.01.2015;8:44:34;К5;П1450;Ж2;КАТ2;Р15;7827;2;Второй;10;0;0;0;0.83;0.28;8
Пермь;30.01.2015;21:15:27;К5;П1470;Ж2;КАТ1;Р11;7742;4;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;21:45:55;К5;П1470;Ж2;КАТ1;Р11;7742;2;Второй;20;0;0;0;0;0;0
Пермь;30.01.2015;11:47:24;К5;П1446;Ж2;КАТ2;Р13;7757;3;Средний;20;0;0;0;0.67;0.44;7
Пермь;30.01.2015;17:42:33;К5;П1471;Ж2;КАТ2;Р12;7858;3;Предпоследний;10;0;0;0;0.42;0.14;4
Пермь;30.01.2015;0:01:31;К7;П1472;Ж8;КАТ10;Р11;7742;2;Второй;20;0;0;0;0.61;0.41;6
Пермь;30.01.2015;22:04:40;К7;П1473;Ж8;КАТ10;Р11;7742;3;Средний;20;0;0;0;0;0;0
Пермь;30.01.2015;22:47:26;К7;П1473;Ж8;КАТ10;Р13;7757;2;Второй;20;0.87;0.58;4;0.36;0.24;4
Пермь;30.01.2015;17:22:13;К7;П1302;Ж2;КАТ7;Р14;7798;3;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;16:42:30;К7;П1302;Ж2;КАТ7;Р12;7858;3;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;18:51:29;К20;П563;Ж3;КАТ21;Р16;9581;3;Средний;10;1.78;0.53;7;4.45;1.34;44
Пермь;30.01.2015;14:09:15;К22;П425;Ж2;КАТ2;Р16;9581;3;Средний;10;0;0;0;0.98;0.33;10
Пермь;30.01.2015;11:51:14;К25;П225;Ж1;КАТ16;Р16;9581;4;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;17:49:28;К29;П357;Ж3;КАТ3;Р16;9581;1;Первый;10;0;0;0;0.89;0.3;9
Пермь;30.01.2015;22:49:10;К32;П1466;Ж2;КАТ1;Р16;9581;8;Средний;10;0;0;0;0;0;0
Пермь;30.01.2015;8:42:05;К32;П491;Ж5;КАТ4;Р16;9581;4;Предпоследний;10;1.02;0.34;4;0.43;0.14;4
Пермь;30.01.2015;14:01:41;К32;П1468;Ж2;КАТ2;Р16;9581;2;Второй;10;0;0;0;0;0;0
Пермь;30.01.2015;0:20:17;К5;П1474;Ж2;КАТ1;Р16;9581;4;Предпоследний;10;0;0;0;1.44;0.48;14
Пермь;30.01.2015;22:35:59;К5;П1475;Ж2;КАТ1;Р16;9581;3;Средний;10;0;0;0;0.83;0.28;8
Москва;31.01.2015;13:53:00;К19;П451;Ж2;КАТ1;Р4;142;8;Средний;10;1.84;0.55;76;2.31;0.69;322
Москва;31.01.2015;14:57:39;К19;П451;Ж2;КАТ1;Р5;143;1;Первый;10;1.96;0.65;80;2.49;0.83;348
Москва;31.01.2015;13:35:53;К19;П451;Ж2;КАТ1;Р3;144;5;Средний;10;1.1;0.37;45;1.86;0.62;259
Москва;31.01.2015;8:41:38;К19;П297;Ж2;КАТ15;Р3;144;9;Средний;10;0;0;0;0.53;0.18;73
Москва;31.01.2015;8:24:38;К19;П297;Ж2;КАТ15;Р2;145;7;Средний;10;0;0;0;0.35;0.12;49
Москва;31.01.2015;9:05:04;К19;П264;Ж7;КАТ23;Р4;142;2;Второй;10;0.2;0.07;8;0.4;0.13;56
Москва;31.01.2015;10:50:42;К19;П363;Ж2;КАТ12;Р5;143;2;Второй;10;0.84;0.28;35;1.44;0.48;201
Москва;31.01.2015;7:50:12;К24;П422;Ж2;КАТ1;Р3;144;7;Предпоследний;10;0.36;0.12;15;0.43;0.14;60
Москва;31.01.2015;0:16:40;К10;П452;Ж2;КАТ2;Р4;142;1;Первый;10;0;0;0;1.03;0.34;144
Москва;31.01.2015;0:34:48;К10;П452;Ж2;КАТ2;Р3;144;6;Последний;10;0;0;0;0.89;0.3;124
Москва;31.01.2015;0:34:03;К10;П452;Ж2;КАТ2;Р2;145;2;Второй;10;0;0;0;0.89;0.3;124
Москва;31.01.2015;12:14:28;К1;П160;Ж1;КАТ16;Р2;145;4;Предпоследний;10;0.15;0.05;6;0.04;0.01;6
Москва;31.01.2015;7:45:42;К1;П2;Ж1;КАТ16;Р1;141;9;Средний;10;0;0;0;0.02;0.01;3
Москва;31.01.2015;17:10:43;К1;П34;Ж1;КАТ16;Р3;144;3;Средний;10;0;0;0;0;0;0
Москва;31.01.2015;22:29:13;К1;П36;Ж1;КАТ16;Р5;143;8;Последний;10;0;0;0;0;0;0
Москва;31.01.2015;21:58:50;К1;П161;Ж1;КАТ16;Р4;142;9;Предпоследний;10;0;0;0;0;0;0
Москва;31.01.2015;8:58:05;К21;П84;Ж2;КАТ15;Р5;143;4;Средний;10;0.27;0.09;11;0.32;0.11;45
Москва;31.01.2015;0:56:28;К21;П453;Ж2;КАТ1;Р1;141;1;Первый;10;6.23;2.08;255;3.77;1.26;527
Москва;31.01.2015;0:58:33;К21;П453;Ж2;КАТ1;Р1;141;10;Последний;10;6.23;2.08;255;3.86;1.29;539
Москва;31.01.2015;23:55:58;К21;П453;Ж2;КАТ1;Р5;143;9;Предпоследний;10;5.09;1.7;209;3.34;1.11;466
Москва;31.01.2015;16:26:17;К21;П8;Ж3;КАТ3;Р4;142;9;Предпоследний;10;0.4;0.12;16;0.73;0.22;102
Москва;31.01.2015;17:07:31;К21;П8;Ж3;КАТ3;Р4;142;4;Предпоследний;10;1.12;0.37;46;1.66;0.55;232
Москва;31.01.2015;12:09:40;К21;П454;Ж2;КАТ6;Р4;142;8;Средний;10;1.01;0.34;41;1.3;0.43;182
Москва;31.01.2015;21:09:32;К21;П455;Ж2;КАТ1;Р4;142;4;Средний;10;3.69;1.23;151;2.71;0.9;378
Москва;31.01.2015;11:03:24;К21;П132;Ж2;КАТ6;Р5;143;7;Средний;10;0.34;0.11;14;0.72;0.24;101
Москва;31.01.2015;10:09:18;К21;П132;Ж2;КАТ6;Р3;144;10;Последний;10;0.17;0.06;7;0.52;0.17;73
Москва;31.01.2015;19:25:37;К21;П456;Ж3;КАТ17;Р5;143;6;Средний;10;1.33;0.44;55;1;0.33;139
Москва;31.01.2015;9:19:51;К28;П41;Ж2;КАТ2;Р1;141;3;Средний;10;0.63;0.21;26;0.44;0.15;62
Москва;31.01.2015;9:07:06;К28;П41;Ж2;КАТ2;Р2;145;1;Первый;10;0.3;0.1;12;0.44;0.15;61
Москва;31.01.2015;7:06:21;К28;П278;Ж3;КАТ3;Р2;145;4;Средний;10;0;0;0;0.3;0.1;42
Москва;31.01.2015;8:08:10;К15;П84;Ж2;КАТ15;Р5;143;3;Средний;10;0;0;0;0;0;0
Москва;31.01.2015;0:12:19;К15;П182;Ж2;КАТ1;Р3;144;7;Средний;10;1.07;0.36;44;0.59;0.2;83
Москва;31.01.2015;0:22:22;К26;П457;Ж2;КАТ1;Р3;144;6;Средний;10;0.28;0.09;11;0.31;0.1;43
Москва;31.01.2015;22:19:32;К26;П458;Ж2;КАТ1;Р4;142;9;Предпоследний;10;1.41;0.47;58;0.72;0.24;101
Москва;31.01.2015;8:32:01;К18;П448;Ж2;КАТ1;Р4;142;1;Первый;10;0.12;0.04;5;0.43;0.14;60
Москва;31.01.2015;8:13:51;К18;П448;Ж2;КАТ1;Р2;145;6;Последний;10;0.16;0.05;7;0.4;0.13;55
Москва;31.01.2015;20:28:11;К18;П459;Ж2;КАТ1;Р1;141;8;Последний;10;1.91;0.64;78;1.62;0.54;226
Москва;31.01.2015;20:10:01;К18;П459;Ж2;КАТ1;Р5;143;3;Средний;10;2.22;0.74;91;2.03;0.68;284
Москва;31.01.2015;19:21:26;К18;П459;Ж2;КАТ1;Р3;144;8;Последний;10;2.18;0.73;89;2.22;0.74;310
Москва;31.01.2015;20:26:51;К18;П459;Ж2;КАТ1;Р3;144;1;Первый;10;2.39;0.8;98;1.81;0.6;253
Москва;31.01.2015;13:34:53;К18;П281;Ж5;КАТ40;Р5;143;3;Средний;10;1.12;0.37;46;1.57;0.52;219
Москва;31.01.2015;14:09:34;К18;П281;Ж5;КАТ40;Р3;144;4;Средний;10;0.48;0.16;20;1.64;0.55;228
Москва;31.01.2015;21:28:46;К18;П460;Ж2;КАТ1;Р5;143;1;Первый;10;1.22;0.41;50;1.57;0.52;219
Москва;31.01.2015;23:38:11;К18;П461;Ж2;КАТ1;Р3;144;3;Предпоследний;10;1.65;0.55;68;1.88;0.63;262
Москва;31.01.2015;22:56:30;К18;П461;Ж2;КАТ1;Р2;145;2;Второй;10;1.55;0.52;63;1.68;0.56;235
Москва;31.01.2015;0:56:33;К18;П462;Ж2;КАТ1;Р5;143;2;Второй;10;2.74;0.91;112;1.52;0.51;212
Москва;31.01.2015;10:19:20;К18;П463;Ж2;КАТ6;Р1;141;2;Второй;10;1.43;0.48;59;1.04;0.35;145
Москва;31.01.2015;12:55:17;К18;П235;Ж1;КАТ16;Р3;144;1;Первый;10;1.52;0.51;62;1.16;0.39;162
Москва;31.01.2015;11:41:07;К18;П284;Ж7;КАТ39;Р4;142;2;Второй;10;1.45;0.48;59;0.77;0.26;108
Москва;31.01.2015;20:54:19;К9;П13;Ж1;КАТ34;Р3;144;2;Второй;10;0.19;0.06;8;0.13;0.04;19
Москва;31.01.2015;16:55:06;К9;П50;Ж1;КАТ41;Р4;142;3;Средний;10;0.81;0.27;33;0.38;0.13;53
Москва;31.01.2015;14:58:14;К9;П50;Ж1;КАТ41;Р5;143;15;Последний;10;0.19;0.06;8;0.16;0.05;22
Москва;31.01.2015;17:56:24;К9;П50;Ж1;КАТ41;Р2;145;8;Предпоследний;10;0.19;0.06;8;0.11;0.04;15
Москва;31.01.2015;12:55:47;К9;П75;Ж1;КАТ34;Р1;141;9;Последний;10;0.98;0.33;40;0.62;0.21;86
Москва;31.01.2015;9:55:14;К9;П75;Ж1;КАТ34;Р3;144;1;Первый;10;0;0;0;0.14;0.05;19
Москва;31.01.2015;20:11:15;К23;П17;Ж2;КАТ2;Р2;145;7;Средний;10;0.71;0.24;29;0.53;0.18;74
Москва;31.01.2015;8:36:25;К6;П136;Ж8;КАТ14;Р1;141;3;Средний;10;0.15;0.05;6;0.12;0.04;16
Москва;31.01.2015;0:37:54;К6;П136;Ж8;КАТ14;Р1;141;12;Предпоследний;10;0;0;0;0.39;0.13;54
Москва;31.01.2015;7:29:39;К6;П464;Ж8;КАТ22;Р3;144;3;Средний;10;0;0;0;0.25;0.08;35
Москва;31.01.2015;9:47:24;К6;П465;Ж8;КАТ18;Р2;145;11;Средний;10;0;0;0;0.07;0.02;10
Пермь;31.01.2015;18:49:37;К14;П674;Ж3;КАТ11;Р14;7798;4;Средний;10;1.22;0.41;5;3.37;1.12;33
Пермь;31.01.2015;15:53:30;К14;П1476;Ж2;КАТ1;Р11;7781;4;Средний;10;0;0;0;0;0;0
Пермь;31.01.2015;22:28:19;К14;П545;Ж3;КАТ21;Р13;7757;4;Средний;20;3.27;2.18;13;7.2;4.8;71
Пермь;31.01.2015;23:58:28;К14;П1477;Ж2;КАТ1;Р15;7827;6;Средний;10;1.34;0.45;5;1.18;0.39;12
Пермь;31.01.2015;20:10:46;К20;П908;Ж1;КАТ16;Р11;7781;5;Средний;10;5.26;1.75;21;6.6;2.2;65
Пермь;31.01.2015;9:42:31;К20;П265;Ж7;КАТ27;Р13;7757;6;Средний;20;0;0;0;0.43;0.29;4
Пермь;31.01.2015;23:13:41;К20;П1478;Ж2;КАТ1;Р13;7757;3;Средний;20;2.51;1.68;10;5.62;3.75;55
Пермь;31.01.2015;21:53:51;К11;П1411;Ж3;КАТ20;Р13;7757;1;Первый;20;4.09;2.73;17;1.99;1.33;20
Пермь;31.01.2015;22:55:33;К11;П1479;Ж2;КАТ1;Р15;7827;2;Второй;10;1.66;0.5;7;0.92;0.28;9
Пермь;31.01.2015;23:56:15;К22;П453;Ж2;КАТ1;Р12;7858;12;Предпоследний;10;1.93;0.64;8;0.8;0.27;8
Пермь;31.01.2015;19:25:24;К22;П456;Ж3;КАТ17;Р14;7798;3;Средний;10;1.19;0.4;5;2.27;0.76;22
Пермь;31.01.2015;12:14:07;К25;П1480;Ж2;КАТ1;Р13;7757;6;Предпоследний;20;0;0;0;0;0;0
Пермь;31.01.2015;13:35:13;К25;П1285;Ж2;КАТ1;Р15;7827;5;Средний;10;0;0;0;0;0;0
Пермь;31.01.2015;21:24:25;К25;П304;Ж1;КАТ32;Р13;7757;5;Средний;20;0.78;0.52;3;0.82;0.55;8
Пермь;31.01.2015;7:50:32;К25;П422;Ж2;КАТ1;Р14;7798;6;Предпоследний;10;0;0;0;0.42;0.14;4
Пермь;31.01.2015;14:51:17;К25;П27;Ж1;КАТ16;Р12;7858;4;Средний;10;0;0;0;0;0;0
Пермь;31.01.2015;16:24:41;К25;П1481;Ж2;КАТ1;Р11;7742;7;Предпоследний;20;0;0;0;0;0;0
Пермь;31.01.2015;11:17:00;К25;П1482;Ж2;КАТ1;Р11;7742;3;Средний;20;1.62;1.08;7;1.84;1.23;18
Пермь;31.01.2015;22:28:59;К25;П270;Ж5;КАТ33;Р11;7781;7;Предпоследний;10;2.43;0.73;10;2.55;0.76;25
Пермь;31.01.2015;23:13:10;К25;П270;Ж5;КАТ33;Р14;7798;6;Средний;10;0.89;0.3;4;1.21;0.4;12
Пермь;31.01.2015;18:33:46;К25;П1483;Ж2;КАТ2;Р11;7742;5;Средний;20;0.68;0.45;3;0.63;0.42;6
